,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
3,"4,000",,2004,2015,°­¿ø³²·Î,06453,00000,42770,01,0,3013042,°íÇÑÀ¾ °íÇÑ¸®,0373,0025,42770,25321,1,°íÇÑ½ºÄ«ÀÌºô,9,30,42770-80,59.871,,373-25,42770,10,,
4,"10,400",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,1,42770-15,59.93,,294-3,42770,3,,
5,"2,300",,1984,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0001,42770,25622,1,µµ»ç°îÁÖ°ø1,9,3,42770-6,45.85,,435-1,42770,5,,
6,"3,050",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,9,10,42770-7,39.69,,435-5,42770,3,,
7,"2,900",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,9,11,42770-7,39.3,,435-5,42770,5,,
8,"15,000",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,11,42770-15,84.97,,294-3,42770,9,,
9,"11,000",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,16,42770-15,59.93,,294-3,42770,6,,
10,"10,500",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,17,42770-15,59.93,,294-3,42770,13,,
11,"14,350",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,20,42770-15,84.97,,294-3,42770,11,,
12,"3,200",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,9,21,42770-7,39.69,,435-5,42770,3,,
13,"11,200",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,23,42770-15,59.93,,294-3,42770,10,,
14,"15,700",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,9,24,42770-15,84.97,,294-3,42770,8,,
15,"11,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,9,2,42770-87,84.941,,593,42770,9,,
16,"8,500",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,9,18,42770-87,84.941,,593,42770,11,,
17,"10,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,9,21,42770-87,84.941,,593,42770,8,,
18,"2,500",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,9,15,42770-10,39.72,,590-1,42770,3,,
19,"2,400",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,9,15,42770-10,39.72,,590-1,42770,4,,
20,"2,500",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,9,18,42770-10,39.72,,590-1,42770,1,,
0,"7,250",,1997,2015,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,10,1,42770-4,49.23,,746-6,42770,6,,
1,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,1,42770-98,84.8649,,830,42770,12,,
2,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,1,42770-98,84.8649,,830,42770,10,,
3,"17,887",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,2,42770-98,84.8649,,830,42770,3,,
4,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,2,42770-98,84.8649,,830,42770,10,,
5,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,5,42770-98,84.8649,,830,42770,7,,
6,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,5,42770-98,84.8649,,830,42770,9,,
7,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,5,42770-98,84.8649,,830,42770,8,,
8,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,6,42770-98,84.8649,,830,42770,11,,
9,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,6,42770-98,84.8649,,830,42770,14,,
10,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,6,42770-98,84.8649,,830,42770,13,,
11,"6,400",,1997,2015,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,10,7,42770-4,49.23,,746-6,42770,1,,
12,"3,800",,1990,2015,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,10,8,42770-1,39.69,,772-2,42770,5,,
13,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,8,42770-98,84.8649,,830,42770,9,,
14,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,8,42770-98,84.8649,,830,42770,8,,
15,"16,200",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,8,42770-98,72.1243,,830,42770,9,,
16,"17,981",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,14,42770-98,84.8878,,830,42770,3,,
17,"17,000",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,14,42770-98,84.8649,,830,42770,1,,
18,"3,750",,1997,2015,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,10,16,42770-4,31.58,,746-6,42770,7,,
19,"4,300",,1989,2015,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,10,20,42770-2,46.8,,628,42770,5,,
20,"9,770",,1998,2015,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,10,22,42770-3,59.86,,745-1,42770,4,,
21,"17,295",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,22,42770-98,84.8649,,830,42770,1,,
22,"15,329",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,10,30,42770-98,72.1243,,830,42770,1,,
23,"4,700",,2004,2015,°­¿ø³²·Î,06453,00000,42770,01,0,3013042,°íÇÑÀ¾ °íÇÑ¸®,0373,0025,42770,25321,1,°íÇÑ½ºÄ«ÀÌºô,10,13,42770-80,59.871,,373-25,42770,4,,
24,"5,400",,2004,2015,°­¿ø³²·Î,06453,00000,42770,01,0,3013042,°íÇÑÀ¾ °íÇÑ¸®,0373,0025,42770,25321,1,°íÇÑ½ºÄ«ÀÌºô,10,14,42770-80,59.871,,373-25,42770,5,,
25,"2,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,10,6,42770-8,48.79,,229-3,42770,2,,
26,"15,600",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,10,6,42770-15,84.97,,294-3,42770,8,,
27,"2,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,10,6,42770-8,48.79,,229-3,42770,2,,
28,"2,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,10,6,42770-8,48.79,,229-3,42770,3,,
29,"2,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,10,6,42770-8,48.79,,229-3,42770,4,,
30,"1,500",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,10,20,42770-8,40,,229-3,42770,2,,
31,"8,650",,2002,2015,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,10,20,42770-21,59.93,,302,42770,1,,
32,"9,500",,2002,2015,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,10,24,42770-21,59.93,,302,42770,12,,
33,"1,580",,1984,2015,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,10,5,42770-13,40.45,,144,42770,1,,
34,"1,500",,1984,2015,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,10,6,42770-13,40.45,,144,42770,1,,
35,"10,500",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,13,42770-87,84.941,,593,42770,4,,
36,"10,500",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,14,42770-87,84.941,,593,42770,9,,
37,"10,800",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,15,42770-87,84.941,,593,42770,9,,
38,"9,500",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,27,42770-87,84.941,,593,42770,4,,
39,"11,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,27,42770-87,84.941,,593,42770,11,,
40,"2,150",,1992,2015,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,10,2,42770-9,39.6,,530,42770,5,,
41,"2,800",,1992,2015,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,10,5,42770-9,39.6,,530,42770,3,,
42,"2,900",,1992,2015,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,10,16,42770-9,39.99,,530,42770,3,,
43,"2,000",,1992,2015,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,10,17,42770-9,39.99,,530,42770,5,,
44,"2,500",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,10,22,42770-10,39.72,,590-1,42770,1,,
45,"2,850",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,10,26,42770-10,39.72,,590-1,42770,2,,
46,"2,500",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,10,28,42770-10,39.72,,590-1,42770,1,,
47,"2,000",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,10,28,42770-10,39.72,,590-1,42770,4,,
0,"15,700",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,11,12,42770-98,72.1243,,830,42770,12,,
1,"8,400",,1997,2015,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,11,13,42770-4,59.66,,746-6,42770,1,,
2,"4,200",,1989,2015,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,11,15,42770-2,46.8,,628,42770,3,,
3,"15,619",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,11,19,42770-98,72.1243,,830,42770,2,,
4,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,11,19,42770-98,84.8649,,830,42770,6,,
5,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,11,19,42770-98,84.8649,,830,42770,11,,
6,"17,952",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,11,19,42770-98,84.8649,,830,42770,5,,
7,"10,500",,1998,2015,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,11,20,42770-3,59.86,,745-1,42770,11,,
8,400,,1987,2015,°íÇÑ7±æ,00015,00000,42770,01,0,4487024,°íÇÑÀ¾ °íÇÑ¸®,0001,0017,42770,25321,2,»ïºÀ,11,4,42770-73,52.75,,»ê1-17,42770,4,,
9,400,,1987,2015,°íÇÑ7±æ,00015,00000,42770,01,0,4487024,°íÇÑÀ¾ °íÇÑ¸®,0001,0017,42770,25321,2,»ïºÀ,11,4,42770-73,52.75,,»ê1-17,42770,5,,
10,400,,1987,2015,°íÇÑ7±æ,00015,00000,42770,01,0,4487024,°íÇÑÀ¾ °íÇÑ¸®,0001,0017,42770,25321,2,»ïºÀ,11,4,42770-73,52.75,,»ê1-17,42770,1,,
11,"11,000",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,11,2,42770-15,59.93,,294-3,42770,7,,
12,"1,800",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,11,6,42770-8,40,,229-3,42770,1,,
13,"2,770",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,7,42770-7,39.3,,435-5,42770,2,,
14,"2,650",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,8,42770-7,39.3,,435-5,42770,1,,
15,"3,200",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,19,42770-7,39.3,,435-5,42770,3,,
16,"8,700",,2002,2015,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,11,19,42770-21,59.97,,302,42770,1,,
17,"3,000",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,25,42770-7,39.69,,435-5,42770,5,,
18,"2,400",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,26,42770-7,39.3,,435-5,42770,5,,
19,"1,450",,1984,2015,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,11,16,42770-13,40.45,,144,42770,1,,
20,"10,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,19,42770-87,84.941,,593,42770,1,,
21,"10,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,30,42770-87,84.941,,593,42770,5,,
22,"3,100",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,11,16,42770-10,39.72,,590-1,42770,2,,
23,"2,500",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,11,16,42770-10,39.72,,590-1,42770,1,,
24,"3,800",,1993,2015,°í¾ç·Î,00012,00000,42770,01,0,3229003,¿©·®¸é ¿©·®¸®,0320,0000,42770,37021,1,¼ºµµ,11,9,42770-11,58.62,,320,42770,2,,
0,"4,100",,1990,2015,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,12,2,42770-1,39.3,,772-2,42770,5,,
1,"2,700",,1990,2015,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,12,7,42770-1,39.3,,772-2,42770,2,,
2,"18,800",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,12,8,42770-98,84.8878,,830,42770,8,,
3,"7,350",,1997,2015,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,12,29,42770-4,49.23,,746-6,42770,16,,
4,"17,295",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,12,30,42770-98,84.8649,,830,42770,1,,
5,"17,295",,2012,2015,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,12,30,42770-98,84.8649,,830,42770,1,,
6,"4,950",,2004,2015,°­¿ø³²·Î,06453,00000,42770,01,0,3013042,°íÇÑÀ¾ °íÇÑ¸®,0373,0025,42770,25321,1,°íÇÑ½ºÄ«ÀÌºô,12,10,42770-80,59.871,,373-25,42770,3,,
7,"15,000",,2003,2015,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,12,7,42770-15,84.97,,294-3,42770,12,,
8,"1,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,12,9,42770-8,37.66,,229-3,42770,4,,
9,"1,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,12,10,42770-8,37.66,,229-3,42770,3,,
10,"1,300",,1989,2015,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,12,10,42770-8,37.66,,229-3,42770,3,,
11,"2,500",,1984,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0001,42770,25622,1,µµ»ç°îÁÖ°ø1,12,11,42770-6,45.72,,435-1,42770,4,,
12,"2,700",,1991,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,12,15,42770-7,39.3,,435-5,42770,1,,
13,"2,900",,1984,2015,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0001,42770,25622,1,µµ»ç°îÁÖ°ø1,12,21,42770-6,45.72,,435-1,42770,3,,
14,"10,000",,2002,2015,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,12,21,42770-21,59.93,,302,42770,14,,
15,"1,500",,1984,2015,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,12,16,42770-13,40.45,,144,42770,2,,
16,"9,800",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,12,22,42770-87,84.941,,593,42770,1,,
17,"9,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,12,28,42770-87,84.941,,593,42770,1,,
18,"14,000",,2011,2015,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,12,30,42770-87,84.941,,593,42770,8,,
19,"2,100",,1986,2015,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,12,28,42770-10,39.72,,590-1,42770,5,,
0,"13,500",,1998,2016,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,1,5,42770-3,84.93,,745-1,42770,17,,
1,"7,100",,1997,2016,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,1,12,42770-4,49.23,,746-6,42770,14,,
