,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
22,"9,700",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,1,27,42720-12,59.445,,468,42720,14,,
23,"3,000",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,1,31,42720-11,57.72,,454,42720,1,,
24,"7,500",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,1,31,42720-21,59.81,,468-1,42720,12,,
25,"5,000",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,1,31,42720-23,48.202,,155,42720,14,,
0,"14,400",,2009,2012,È«Ãµ·Î,00434,00000,42720,01,0,3225052,È«ÃµÀ¾ Áø¸®,0019,0001,42720,25021,1,¿ìÀÏ°­º¯¾ÆÆÄÆ®,2,13,42720-126,79.694,,19-1,42720,6,,
1,"10,400",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,2,3,42720-3,84.6,,261-3,42720,4,,
2,"7,300",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,2,6,42720-3,59.85,,261-3,42720,9,,
3,"4,300",,1998,2012,¸¶Áö±â·Î,00110,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0424,0000,42720,25023,1,½Å¾Æ1Â÷,2,8,42720-17,39.99,,424,42720,4,,
4,"2,480",,1990,2012,¼®È­¾È±æ2±æ,00017,00000,42720,01,0,4475360,È«ÃµÀ¾ Èñ¸Á¸®,0013,0004,42720,25023,1,¿ì½Å,2,12,42720-16,29.79,,13-4,42720,3,,
5,"11,200",,1992,2012,¼®È­·Î,00116,00000,42720,01,0,3225022,È«ÃµÀ¾ Èñ¸Á¸®,0043,0001,42720,25023,1,¹ÌÁø1,2,13,42720-2,82.86,,43-1,42720,4,,
6,"3,300",,1998,2012,¸¶Áö±â·Î,00110,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0424,0000,42720,25023,1,½Å¾Æ1Â÷,2,16,42720-17,39.99,,424,42720,9,,
7,"3,300",,1998,2012,¸¶Áö±â·Î,00110,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0424,0000,42720,25023,1,½Å¾Æ1Â÷,2,16,42720-17,39.99,,424,42720,9,,
8,"4,300",,1990,2012,¸¶Áö±â·Î,00064,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0112,0002,42720,25023,1,»ïº¸,2,21,42720-4,51.26,,112-2,42720,3,,
9,"7,000",,2012,2012,½ÅÀå´ë·Î,00015,00000,42720,01,0,3225033,È«ÃµÀ¾ Èñ¸Á¸®,0395,0014,42720,25023,1,¼¼Á¾,2,23,42720-132,31.99,,395-14,42720,7,,
10,"9,000",,1992,2012,¼®È­·Î,00116,00000,42720,01,0,3225022,È«ÃµÀ¾ Èñ¸Á¸®,0043,0001,42720,25023,1,¹ÌÁø1,2,26,42720-2,82.86,,43-1,42720,9,,
11,"7,200",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,2,28,42720-3,59.85,,261-3,42720,10,,
12,"15,100",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,2,3,42720-118,84.8467,,73,42720,1,,
13,"8,520",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,8,42720-19,49.71,,200,42720,8,,
14,"11,900",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,2,8,42720-20,59.97,,222,42720,10,,
15,"8,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,11,42720-19,49.83,,200,42720,13,,
16,"8,300",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,14,42720-19,49.71,,200,42720,14,,
17,"8,600",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,15,42720-19,49.71,,200,42720,8,,
18,"17,200",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,2,15,42720-118,84.8467,,73,42720,6,,
19,"8,700",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,18,42720-19,49.71,,200,42720,11,,
20,"9,750",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,2,18,42720-20,51.57,,222,42720,13,,
21,"16,900",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,2,20,42720-118,84.8467,,73,42720,6,,
22,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,2,23,42720-19,49.71,,200,42720,10,,
23,"17,000",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,2,24,42720-118,115.6689,,73,42720,1,,
24,"18,000",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,2,24,42720-118,84.8467,,73,42720,13,,
25,"15,600",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,3,42720-116,84.8117,,497,42720,12,,
26,"7,800",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,2,4,42720-21,59.81,,468-1,42720,8,,
27,"16,500",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,4,42720-116,84.8117,,497,42720,6,,
28,"7,600",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,2,7,42720-21,59.81,,468-1,42720,3,,
29,"17,500",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,11,42720-116,84.8117,,497,42720,7,,
30,"8,000",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,2,13,42720-21,59.81,,468-1,42720,2,,
31,"17,600",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,15,42720-116,84.8117,,497,42720,13,,
32,"4,100",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,2,21,42720-11,40.08,,454,42720,2,,
33,"7,900",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,2,21,42720-21,59.81,,468-1,42720,10,,
34,"16,100",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,24,42720-116,84.8117,,497,42720,2,,
35,"9,700",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,2,25,42720-12,59.445,,468,42720,10,,
36,"17,900",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,2,27,42720-116,84.8117,,497,42720,10,,
37,"4,250",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,2,15,42720-23,48.202,,155,42720,8,,
38,"4,150",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,2,21,42720-23,48.202,,155,42720,13,,
0,"8,800",,2012,2012,½ÅÀå´ë·Î,00015,00000,42720,01,0,3225033,È«ÃµÀ¾ Èñ¸Á¸®,0395,0014,42720,25023,1,¼¼Á¾,3,8,42720-132,46.78,,395-14,42720,6,,
1,"4,400",,1998,2012,¸¶Áö±â·Î,00110,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0424,0000,42720,25023,1,½Å¾Æ1Â÷,3,10,42720-17,39.99,,424,42720,7,,
2,"6,800",,2012,2012,½ÅÀå´ë·Î,00015,00000,42720,01,0,3225033,È«ÃµÀ¾ Èñ¸Á¸®,0395,0014,42720,25023,1,¼¼Á¾,3,10,42720-132,34.52,,395-14,42720,7,,
3,"4,300",,1999,2012,¸¶Áö±â·Î,00107,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0425,0000,42720,25023,1,½Å¾Æ2Â÷,3,15,42720-18,39.89,,425,42720,5,,
4,"7,400",,1992,2012,¼®È­·Î,00116,00000,42720,01,0,3225022,È«ÃµÀ¾ Èñ¸Á¸®,0043,0001,42720,25023,1,¹ÌÁø1,3,19,42720-2,84.87,,43-1,42720,2,,
5,"4,050",,1998,2012,¸¶Áö±â·Î,00110,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0424,0000,42720,25023,1,½Å¾Æ1Â÷,3,19,42720-17,39.99,,424,42720,12,,
6,"10,000",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,3,21,42720-3,128.7,,261-3,42720,4,,
7,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,6,42720-19,49.71,,200,42720,9,,
8,"8,650",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,8,42720-19,49.71,,200,42720,11,,
9,"10,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,3,9,42720-20,51.57,,222,42720,13,,
10,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,12,,
11,"23,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,3,16,42720-118,115.6689,,73,42720,10,,
12,"12,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,3,16,42720-20,59.97,,222,42720,10,,
13,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,12,,
14,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,10,,
15,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,10,,
16,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,4,,
17,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,16,42720-19,39.6,,200,42720,13,,
18,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,24,42720-19,49.71,,200,42720,6,,
19,"16,200",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,3,24,42720-118,84.8467,,73,42720,4,,
20,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,26,42720-19,49.83,,200,42720,11,,
21,"8,100",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,28,42720-19,49.83,,200,42720,7,,
22,"8,000",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,3,29,42720-19,49.83,,200,42720,7,,
23,"15,000",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,3,29,42720-118,84.8467,,73,42720,7,,
24,"16,700",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,3,30,42720-118,84.8467,,73,42720,5,,
25,"7,550",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,3,3,42720-21,59.81,,468-1,42720,11,,
26,"5,500",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,3,5,42720-11,40.08,,454,42720,3,,
27,"5,500",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,3,5,42720-11,40.08,,454,42720,4,,
28,"9,500",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,3,6,42720-12,59.445,,468,42720,7,,
29,"10,000",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,3,14,42720-12,84.398,,468,42720,8,,
30,"11,800",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,3,14,42720-12,84.398,,468,42720,8,,
31,"18,000",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,3,15,42720-116,84.8117,,497,42720,14,,
32,"9,800",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,3,17,42720-12,59.445,,468,42720,5,,
33,"4,200",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,3,19,42720-11,40.08,,454,42720,2,,
34,"8,300",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,3,27,42720-21,59.81,,468-1,42720,6,,
35,"15,000",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,3,28,42720-116,84.8117,,497,42720,2,,
36,"10,000",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,3,29,42720-12,84.398,,468,42720,2,,
37,"3,500",,1999,2012,¿À¾È¿©³»±æ,00016,00000,42720,01,0,4475486,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0133,0001,42720,25030,1,¿ùµå°ø¿µ,3,14,42720-22,39.974,,133-1,42720,5,,
38,"4,050",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,3,16,42720-23,48.202,,155,42720,6,,
39,"3,700",,1999,2012,¿À¾È¿©³»±æ,00016,00000,42720,01,0,4475486,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0133,0001,42720,25030,1,¿ùµå°ø¿µ,3,26,42720-22,39.974,,133-1,42720,2,,
