,거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
1,"15,000",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,4,1,46860-26,65.0039,,863,46860,3,,,0
2,"22,500",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,4,14,46860-16,83.4114,,305,46860,7,,,0
3,"10,300",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,15,46860-1,84.5,전남 함평군,306,46860,7,,,
4,"9,200",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,25,46860-4,51.49,,855,46860,15,,,
5,"8,500",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,28,46860-1,71.54,전남 함평군,306,46860,7,,,
6,"8,000",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,29,46860-1,71.54,전남 함평군,306,46860,3,,,
0,"15,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,9,46860-16,70.7832,,305,46860,7,,,0
1,"17,800",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,5,9,46860-26,68.3386,,863,46860,9,,,0
2,"13,900",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,10,46860-4,59.64,,855,46860,7,,,
3,"11,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,17,46860-4,51.95,,855,46860,11,,,
4,"10,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,25,46860-4,51.95,,855,46860,10,,,
0,"19,500",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,14,46860-16,83.4114,,305,46860,5,,,0
1,"14,200",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,17,46860-4,59.64,전남 함평군,855,46860,1,,,
0,"13,000",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,14,46860-4,59.64,,855,46860,9,,,
1,"9,400",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,16,46860-4,51.49,전남 함평군,855,46860,1,,,
2,"9,300",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,17,46860-4,51.95,전남 함평군,855,46860,7,,,
0,"19,700",중개거래,2012,2022,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,8,8,46860-22,84.9561,전남 함평군,862,46860,9,,,0
1,"17,050",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,17,46860-26,65.0039,,863,46860,2,,,0
2,"18,100",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,20,46860-26,65.0039,,863,46860,12,,,0
3,"19,000",중개거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,8,22,46860-16,83.4114,전남 함평군,305,46860,12,,,0
4,"16,948",직거래,2020,2022,밀재로,01532,00000,46860,00,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,8,19,46860-37,59.9105,,1193,46860,5,,,0
0,"10,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,5,46860-4,51.95,,855,46860,9,,,
1,"17,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,9,5,46860-16,70.7832,,305,46860,10,,,0
2,"9,500",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,16,46860-4,51.49,전남 함평군,855,46860,5,,,
3,"15,000",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,16,46860-4,59.64,,855,46860,15,,,
4,"6,500",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,9,21,46860-1,71.54,,306,46860,8,,,
0,"16,000",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,10,25,46860-26,65.0039,,863,46860,1,,,0
1,"6,500",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,5,46860-2,59.96,,936-4,46860,5,,,0
2,"8,700",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,12,46860-2,84.3,,936-4,46860,1,,,0
0,"23,600",직거래,2022,2022,영수길,00316,00012,46860,00,4691212,함평읍 기각리,0379,0010,46860,25022,1,함평신도시한국아델리움더퍼스트,11,21,46860-45,74.998,,379-10,46860,12,22.11.22,O,0
1,"15,000",중개거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,11,18,46860-16,70.7832,전남 함평군,305,46860,5,,,0
0,"20,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,12,2,46860-16,83.4114,,305,46860,1,,,0
1,"16,300",중개거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,19,46860-26,65.0039,전남 함평군,863,46860,12,,,0
0,"10,000",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,11,46860-4,51.49,,855,46860,5,,,
0,"13,700",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,1,46860-4,59.64,,855,46860,14,,,
1,"9,800",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,6,46860-4,51.49,,855,46860,13,,,
2,"14,800",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,6,46860-4,59.64,,855,46860,6,,,
3,"20,000",직거래,2012,2023,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,2,27,46860-22,84.9561,,862,46860,3,,,0
0,"10,000",중개거래,1991,2023,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,22,46860-1,84.5,전남 함평군,306,46860,7,,,
