,°»½Å¿ä±¸±Ç»ç¿ë,°ÇÃà³âµµ,°è¾à±¸ºÐ,°è¾à±â°£,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¾ÆÆÄÆ®,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Á¾Àü°è¾àº¸Áõ±Ý,Á¾Àü°è¾à¿ù¼¼,Áö¹ø,Áö¿ªÄÚµå,Ãþ
17,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,10,46.97,,,1736,46830,13
18,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,11,46.56,,,1736,46830,14
19,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,11,36.78,,,1736,46830,10
20,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,11,36.52,,,1736,46830,10
21,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,11,46.9,,,1736,46830,3
22,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",»ïÈ£ºô¶óÆ®101,1,30,12,39.84,,,166-4,46830,11
23,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,12,46.9,,,1736,46830,11
24,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,12,36.52,,,1736,46830,7
25,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,12,36.78,,,1736,46830,11
26,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,12,46.9,,,1736,46830,2
27,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,12,46.97,,,1736,46830,8
28,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,12,36.52,,,1736,46830,14
29,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,12,46.56,,,1736,46830,3
30,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,13,36.52,,,1736,46830,11
31,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,13,46.56,,,1736,46830,11
32,,1998,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"2,860",±ÝÈ£Å¸¿î,1,0,15,59.96,,,1679-1,46830,12
33,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,16,36.52,,,1736,46830,4
34,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,16,46.97,,,1736,46830,4
35,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,16,36.52,,,1736,46830,13
36,,2011,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,600",¿µ¾Ï¿ë¾Ó2ÈÞ¸Õ½Ã¾Æ,1,11,16,46.46,,,1739,46830,5
37,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,17,46.97,,,1736,46830,4
38,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,17,36.78,,,1736,46830,12
39,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,17,46.97,,,1736,46830,8
40,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,500,Á¾¿ø,1,45,18,59.89,,,222-9,46830,12
41,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,18,36.78,,,1736,46830,9
42,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,18,36.52,,,1736,46830,4
43,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,18,46.97,,,1736,46830,5
44,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,19,36.78,,,1736,46830,9
45,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,20,46.97,,,1736,46830,11
46,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,20,46.97,,,1736,46830,3
47,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,6
48,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,2
49,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,14
50,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,11
51,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,1,0,25,59.8044,,,390-1,46830,13
52,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,11
53,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.97,,,1736,46830,6
54,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,25,46.9,,,1736,46830,13
55,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.97,,,1736,46830,13
56,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.9,,,1736,46830,1
57,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.9,,,1736,46830,10
58,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.97,,,1736,46830,10
59,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.9,,,1736,46830,3
60,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,26,36.96,,,1736,46830,10
61,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,26,46.97,,,1736,46830,3
62,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,27,46.97,,,1736,46830,10
63,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,27,46.9,,,1736,46830,11
64,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,27,46.9,,,1736,46830,5
65,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,27,36.78,,,1736,46830,15
66,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,27,46.9,,,1736,46830,9
67,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",»ïÈ£ºô¶óÆ®101,1,30,27,39.84,,,166-4,46830,9
68,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,0,27,46.56,,,1736,46830,2
69,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,2
70,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,3
71,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,30,36.52,,,1736,46830,15
72,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,30,36.96,,,1736,46830,6
73,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,12
74,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,153",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,9,30,36.78,,,1736,46830,6
75,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.9,,,1736,46830,11
76,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,9
77,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,9
78,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,1
79,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.97,,,1736,46830,10
80,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,30,36.52,,,1736,46830,13
81,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,30,46.56,,,1736,46830,7
82,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,31,46.97,,,1736,46830,11
83,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,31,46.9,,,1736,46830,4
84,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,31,46.56,,,1736,46830,10
85,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,31,46.9,,,1736,46830,14
86,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,8,31,36.52,,,1736,46830,2
87,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,0,31,46.97,,,1736,46830,9
88,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,1,11,31,46.56,,,1736,46830,7
0,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,11,1,46.9,,,1736,46830,8
1,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,2,0,3,59.8044,,,390-1,46830,15
2,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,11,3,46.9,,,1736,46830,14
3,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,5,59.8598,,,313-1,46830,14
4,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"4,000",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,8,59.8598,,,313-1,46830,9
5,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,11,13,46.97,,,1736,46830,14
6,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,8,13,36.96,,,1736,46830,9
7,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,14,59.8598,,,313-1,46830,15
8,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,15,59.8598,,,313-1,46830,3
9,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,15,59.8598,,,313-1,46830,3
10,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,8,15,36.96,,,1736,46830,1
11,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,2,0,16,59.8044,,,390-1,46830,1
12,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,8,22,36.52,,,1736,46830,8
13,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,11,22,46.56,,,1736,46830,3
14,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,500",»ïÈ£ºô¶óÆ®101,2,25,27,39.84,,,166-4,46830,2
15,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,27,59.8598,,,313-1,46830,14
16,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,2,0,28,59.8044,,,390-1,46830,11
17,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,2,0,28,59.8044,,,390-1,46830,6
18,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,2,0,28,59.8598,,,313-1,46830,7
19,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,8,28,36.96,,,1736,46830,12
20,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",»ïÈ£ºô¶óÆ®101,2,30,28,39.84,,,166-4,46830,10
21,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,2,8,28,36.52,,,1736,46830,8
22,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,675",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,2,0,29,59.8044,,,390-1,46830,12
0,,1994,,,2012,¿µ¾ÏÀ¾ ±³µ¿¸®,"5,000",¹«µîÆÄÅ©¸Ç¼Ç,3,0,2,85,,,45,46830,14
1,,1999,,,2012,¿µ¾ÏÀ¾ ¿ª¸®,"2,000",¿µ½Å,3,20,1,59.52,,,304,46830,11
2,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,3,0,3,59.8598,,,313-1,46830,11
3,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"5,000",ÇÑ¾çÆÄÅ©ºô1Â÷,3,0,5,84.92,,,405-4,46830,7
4,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,8,6,36.52,,,1736,46830,2
5,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,8,8,36.96,,,1736,46830,3
6,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"4,000",Á¾¿ø,3,0,8,59.89,,,222-9,46830,13
7,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,3,0,9,59.8598,,,313-1,46830,5
8,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,3,0,9,59.8044,,,390-1,46830,14
9,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,8,9,36.52,,,1736,46830,1
10,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,3,0,10,59.8598,,,313-1,46830,2
11,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,500",»ïÈ£ºô¶óÆ®101,3,25,10,39.84,,,166-4,46830,4
12,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,8,14,36.52,,,1736,46830,12
13,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,11,19,46.97,,,1736,46830,5
14,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,3,0,21,59.8044,,,390-1,46830,9
15,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,675",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,3,0,21,59.8044,,,390-1,46830,15
16,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,677",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,3,11,21,46.9,,,1736,46830,9
0,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,4,0,2,59.8598,,,313-1,46830,3
1,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"2,700",»ïÈ£ºô¶óÆ®101,4,0,2,39.84,,,166-4,46830,2
2,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",»ïÈ£ºô¶óÆ®101,4,30,3,39.84,,,166-4,46830,5
3,,2011,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,900",¿µ¾Ï¿ë¾Ó2ÈÞ¸Õ½Ã¾Æ,4,13,3,51.6,,,1739,46830,9
4,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",Á¾¿ø,4,25,7,36.63,,,222-9,46830,9
5,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,4,0,9,59.8598,,,313-1,46830,8
6,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,4,8,12,36.52,,,1736,46830,12
7,,2011,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",¿µ¾Ï¿ë¾Ó2ÈÞ¸Õ½Ã¾Æ,4,8,13,36.74,,,1739,46830,13
8,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",»ïÈ£ºô¶óÆ®101,4,30,16,39.84,,,166-4,46830,14
9,,2011,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",¿µ¾Ï¿ë¾Ó2ÈÞ¸Õ½Ã¾Æ,4,8,16,36.74,,,1739,46830,5
10,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,675",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,4,0,18,59.8044,,,390-1,46830,6
11,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,500",»ïÈ£ºô¶óÆ®101,4,25,18,39.84,,,166-4,46830,7
12,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,4,0,18,59.8044,,,390-1,46830,7
13,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,4,0,19,59.8598,,,313-1,46830,14
14,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,600,Á¾¿ø,4,45,20,59.96,,,222-9,46830,12
15,,2009,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,048",¿ë¾ÓÈÞ¸Õ½Ã¾Æ,4,8,23,36.52,,,1736,46830,4
16,,2006,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô2Â÷,4,0,23,59.8044,,,390-1,46830,5
17,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,500",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,4,0,24,59.8598,,,313-1,46830,1
18,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,730",»ïÈ£ºô¶óÆ®101,4,20,24,39.84,,,166-4,46830,5
19,,2002,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"3,800",¿µ¾Ï»ïÈ£Äý½ººô1Â÷,4,0,24,59.8598,,,313-1,46830,8
20,,1999,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"2,000",»ïÈ£ºô¶óÆ®101,4,20,24,39.84,,,166-4,46830,3
21,,2011,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"1,000",¿µ¾Ï¿ë¾Ó2ÈÞ¸Õ½Ã¾Æ,4,8,25,36.74,,,1739,46830,8
22,,2001,,,2012,»ïÈ£À¾ ¿ë¾Ó¸®,"4,000",±æÃÌÆÄÅ©ºô101µ¿,4,0,26,81.12,,,13-1,46830,10
